,quadkey,tile,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
4495328,2101220120021031,"POLYGON ((-66.0333251953125 -17.4030629933289, -66.02783203125 -17.4030629933289, -66.02783203125 -17.4083046290247, -66.0333251953125 -17.4083046290247, -66.0333251953125 -17.4030629933289))",2756,861,53,8,1
4495329,2101220120021313,"POLYGON ((-66.0113525390625 -17.4187874493387, -66.005859375 -17.4187874493387, -66.005859375 -17.4240286338779, -66.0113525390625 -17.4240286338779, -66.0113525390625 -17.4187874493387))",1099,28,87,1,1
4495330,2101220120101202,"POLYGON ((-65.8740234375 -17.334908065808, -65.8685302734375 -17.334908065808, -65.8685302734375 -17.3401516523994, -65.8740234375 -17.3401516523994, -65.8740234375 -17.334908065808))",11332,11623,31,2,1
4495331,2101220120101203,"POLYGON ((-65.8685302734375 -17.334908065808, -65.863037109375 -17.334908065808, -65.863037109375 -17.3401516523994, -65.8685302734375 -17.3401516523994, -65.8685302734375 -17.334908065808))",10984,9313,9,3,2
4495332,2101220120130012,"POLYGON ((-65.819091796875 -17.3978212073268, -65.8135986328125 -17.3978212073268, -65.8135986328125 -17.4030629933289, -65.819091796875 -17.4030629933289, -65.819091796875 -17.3978212073268))",3709,315,58,1,1
4495333,2101220120130102,"POLYGON ((-65.80810546875 -17.3978212073268, -65.8026123046875 -17.3978212073268, -65.8026123046875 -17.4030629933289, -65.80810546875 -17.4030629933289, -65.80810546875 -17.3978212073268))",4127,323,65,13,1
4495334,2101220120212320,"POLYGON ((-65.98388671875 -17.5497718325892, -65.9783935546875 -17.5497718325892, -65.9783935546875 -17.5550092436676, -65.98388671875 -17.5550092436676, -65.98388671875 -17.5497718325892))",24132,15296,29,3,1
4495335,2101220120212321,"POLYGON ((-65.9783935546875 -17.5497718325892, -65.972900390625 -17.5497718325892, -65.972900390625 -17.5550092436676, -65.9783935546875 -17.5550092436676, -65.9783935546875 -17.5497718325892))",26766,6698,30,1,1
4495336,2101220120213131,"POLYGON ((-65.9234619140625 -17.5288206745526, -65.91796875 -17.5288206745526, -65.91796875 -17.5340586910414, -65.9234619140625 -17.5340586910414, -65.9234619140625 -17.5288206745526))",5759,248,30,1,1
4495337,2101220120213210,"POLYGON ((-65.950927734375 -17.5392965562367, -65.9454345703125 -17.5392965562367, -65.9454345703125 -17.5445342700991, -65.950927734375 -17.5445342700991, -65.950927734375 -17.5392965562367))",6093,223,227,1,1
4495338,2101220120231023,"POLYGON ((-65.9564208984375 -17.5759573730767, -65.950927734375 -17.5759573730767, -65.950927734375 -17.581194026506, -65.9564208984375 -17.581194026506, -65.9564208984375 -17.5759573730767))",25528,16092,29,1,1
4495339,2101220120231123,"POLYGON ((-65.9344482421875 -17.5759573730767, -65.928955078125 -17.5759573730767, -65.928955078125 -17.581194026506, -65.9344482421875 -17.581194026506, -65.9344482421875 -17.5759573730767))",6072,231,30,1,1
4495340,2101220120231300,"POLYGON ((-65.93994140625 -17.581194026506, -65.9344482421875 -17.581194026506, -65.9344482421875 -17.5864305282874, -65.93994140625 -17.5864305282874, -65.93994140625 -17.581194026506))",27362,15504,29,3,1
4495341,2101220120231302,"POLYGON ((-65.93994140625 -17.5864305282874, -65.9344482421875 -17.5864305282874, -65.9344482421875 -17.5916668783816, -65.93994140625 -17.5916668783816, -65.93994140625 -17.5864305282874))",28725,15750,29,2,1
4495342,2101220120231321,"POLYGON ((-65.9344482421875 -17.5916668783816, -65.928955078125 -17.5916668783816, -65.928955078125 -17.5969030767492, -65.9344482421875 -17.5969030767492, -65.9344482421875 -17.5916668783816))",26829,14259,29,8,1
4495343,2101220120300320,"POLYGON ((-65.89599609375 -17.5078670964508, -65.8905029296875 -17.5078670964508, -65.8905029296875 -17.5131057177194, -65.89599609375 -17.5131057177194, -65.89599609375 -17.5078670964508))",5456,882,49,3,1
4495344,2101220120301223,"POLYGON ((-65.8685302734375 -17.5131057177194, -65.863037109375 -17.5131057177194, -65.863037109375 -17.5183441878522, -65.8685302734375 -17.5183441878522, -65.8685302734375 -17.5131057177194))",4801,586,41,3,1
4495345,2101220120302003,"POLYGON ((-65.9124755859375 -17.5235825068098, -65.906982421875 -17.5235825068098, -65.906982421875 -17.5288206745526, -65.9124755859375 -17.5288206745526, -65.9124755859375 -17.5235825068098))",5676,208,31,1,1
4495346,2101220120302101,"POLYGON ((-65.8905029296875 -17.5183441878522, -65.885009765625 -17.5183441878522, -65.885009765625 -17.5235825068098, -65.8905029296875 -17.5235825068098, -65.8905029296875 -17.5183441878522))",1989,615,29,7,1
4495347,2101220120303213,"POLYGON ((-65.8575439453125 -17.5445342700991, -65.85205078125 -17.5445342700991, -65.85205078125 -17.5497718325892, -65.8575439453125 -17.5497718325892, -65.8575439453125 -17.5445342700991))",3142,495,30,1,1
4495348,2101220120303301,"POLYGON ((-65.8465576171875 -17.5392965562367, -65.841064453125 -17.5392965562367, -65.841064453125 -17.5445342700991, -65.8465576171875 -17.5445342700991, -65.8465576171875 -17.5392965562367))",2676,689,54,4,2
4495349,2101220120303310,"POLYGON ((-65.841064453125 -17.5392965562367, -65.8355712890625 -17.5392965562367, -65.8355712890625 -17.5445342700991, -65.841064453125 -17.5445342700991, -65.841064453125 -17.5392965562367))",2480,646,35,6,2
4495350,2101220120303312,"POLYGON ((-65.841064453125 -17.5445342700991, -65.8355712890625 -17.5445342700991, -65.8355712890625 -17.5497718325892, -65.841064453125 -17.5497718325892, -65.841064453125 -17.5445342700991))",33092,17674,23,66,2
4495351,2101220120303313,"POLYGON ((-65.8355712890625 -17.5445342700991, -65.830078125 -17.5445342700991, -65.830078125 -17.5497718325892, -65.8355712890625 -17.5497718325892, -65.8355712890625 -17.5445342700991))",4927,887,227,1,1
4495352,2101220120312202,"POLYGON ((-65.830078125 -17.5445342700991, -65.8245849609375 -17.5445342700991, -65.8245849609375 -17.5497718325892, -65.830078125 -17.5497718325892, -65.830078125 -17.5445342700991))",2491,410,52,3,1
4495353,2101220120320023,"POLYGON ((-65.9124755859375 -17.5759573730767, -65.906982421875 -17.5759573730767, -65.906982421875 -17.581194026506, -65.9124755859375 -17.581194026506, -65.9124755859375 -17.5759573730767))",29686,15033,29,1,1
4495354,2101220120320030,"POLYGON ((-65.906982421875 -17.5707205680388, -65.9014892578125 -17.5707205680388, -65.9014892578125 -17.5759573730767, -65.906982421875 -17.5759573730767, -65.906982421875 -17.5707205680388))",4078,3835,30,9,1
4495355,2101220121020230,"POLYGON ((-65.731201171875 -17.4240286338779, -65.7257080078125 -17.4240286338779, -65.7257080078125 -17.4292696679525, -65.731201171875 -17.4292696679525, -65.731201171875 -17.4240286338779))",3825,419,1209,58,1
4495356,2101220122033103,"POLYGON ((-65.9344482421875 -17.7748432634428, -65.928955078125 -17.7748432634428, -65.928955078125 -17.7800741266432, -65.9344482421875 -17.7800741266432, -65.9344482421875 -17.7748432634428))",7338,4023,57,1,1
4495357,2101220130230031,"POLYGON ((-65.2862548828125 -17.5707205680388, -65.28076171875 -17.5707205680388, -65.28076171875 -17.5759573730767, -65.2862548828125 -17.5759573730767, -65.2862548828125 -17.5707205680388))",17361,10658,50,11,1
4495358,2101220132223000,"POLYGON ((-65.3466796875 -17.9369286375494, -65.3411865234375 -17.9369286375494, -65.3411865234375 -17.9421547352914, -65.3466796875 -17.9421547352914, -65.3466796875 -17.9369286375494))",3295,957,133,1,1
4495359,2101220132223003,"POLYGON ((-65.3411865234375 -17.9421547352914, -65.335693359375 -17.9421547352914, -65.335693359375 -17.9473806786852, -65.3411865234375 -17.9473806786852, -65.3411865234375 -17.9421547352914))",36155,21853,50,1,1
4495360,2101220201000001,"POLYGON ((-67.1429443359375 -17.9787330955562, -67.137451171875 -17.9787330955562, -67.137451171875 -17.983957957423, -67.1429443359375 -17.983957957423, -67.1429443359375 -17.9787330955562))",2498,1402,84,3,1
4495361,2101220201000011,"POLYGON ((-67.1319580078125 -17.9787330955562, -67.12646484375 -17.9787330955562, -67.12646484375 -17.983957957423, -67.1319580078125 -17.983957957423, -67.1319580078125 -17.9787330955562))",9190,4504,44,11,1
4495362,2101220201000012,"POLYGON ((-67.137451171875 -17.983957957423, -67.1319580078125 -17.983957957423, -67.1319580078125 -17.9891826646305, -67.137451171875 -17.9891826646305, -67.137451171875 -17.983957957423))",8735,11257,36,2,2
4495363,2101220201000013,"POLYGON ((-67.1319580078125 -17.983957957423, -67.12646484375 -17.983957957423, -67.12646484375 -17.9891826646305, -67.1319580078125 -17.9891826646305, -67.1319580078125 -17.983957957423))",1784,323,41,1,1
4495364,2101220201000100,"POLYGON ((-67.12646484375 -17.9787330955562, -67.1209716796875 -17.9787330955562, -67.1209716796875 -17.983957957423, -67.12646484375 -17.983957957423, -67.12646484375 -17.9787330955562))",3914,1953,347,12,5
4495365,2101220201000101,"POLYGON ((-67.1209716796875 -17.9787330955562, -67.115478515625 -17.9787330955562, -67.115478515625 -17.983957957423, -67.1209716796875 -17.983957957423, -67.1209716796875 -17.9787330955562))",15197,1626,44,4,2
4495366,2101220201000103,"POLYGON ((-67.1209716796875 -17.983957957423, -67.115478515625 -17.983957957423, -67.115478515625 -17.9891826646305, -67.1209716796875 -17.9891826646305, -67.1209716796875 -17.983957957423))",3113,1663,6,3,2
4495367,2101220201000110,"POLYGON ((-67.115478515625 -17.9787330955562, -67.1099853515625 -17.9787330955562, -67.1099853515625 -17.983957957423, -67.115478515625 -17.983957957423, -67.115478515625 -17.9787330955562))",2710,979,31,6,5
4495368,2101220201000111,"POLYGON ((-67.1099853515625 -17.9787330955562, -67.1044921875 -17.9787330955562, -67.1044921875 -17.983957957423, -67.1099853515625 -17.983957957423, -67.1099853515625 -17.9787330955562))",3738,1084,599,4,2
4495369,2101220201000113,"POLYGON ((-67.1099853515625 -17.983957957423, -67.1044921875 -17.983957957423, -67.1044921875 -17.9891826646305, -67.1099853515625 -17.9891826646305, -67.1099853515625 -17.983957957423))",1717,1611,42,1,1
4495370,2101220201001000,"POLYGON ((-67.1044921875 -17.9787330955562, -67.0989990234375 -17.9787330955562, -67.0989990234375 -17.983957957423, -67.1044921875 -17.983957957423, -67.1044921875 -17.9787330955562))",5550,983,18,6,2
4495371,2101220201001001,"POLYGON ((-67.0989990234375 -17.9787330955562, -67.093505859375 -17.9787330955562, -67.093505859375 -17.983957957423, -67.0989990234375 -17.983957957423, -67.0989990234375 -17.9787330955562))",5124,795,52,2,1
4495372,2101220201001002,"POLYGON ((-67.1044921875 -17.983957957423, -67.0989990234375 -17.983957957423, -67.0989990234375 -17.9891826646305, -67.1044921875 -17.9891826646305, -67.1044921875 -17.983957957423))",3566,935,40,1,1
4495373,2101220201001020,"POLYGON ((-67.1044921875 -17.9891826646305, -67.0989990234375 -17.9891826646305, -67.0989990234375 -17.9944072171397, -67.1044921875 -17.9944072171397, -67.1044921875 -17.9891826646305))",2960,529,53,1,1
4495374,2101220201001110,"POLYGON ((-67.071533203125 -17.9787330955562, -67.0660400390625 -17.9787330955562, -67.0660400390625 -17.983957957423, -67.071533203125 -17.983957957423, -67.071533203125 -17.9787330955562))",5874,4435,7,2,1
4495375,2101220212120303,"POLYGON ((-66.5936279296875 -18.422290394256, -66.588134765625 -18.422290394256, -66.588134765625 -18.4275019719486, -66.5936279296875 -18.4275019719486, -66.5936279296875 -18.422290394256))",5447,27955,7,1,1
4495376,2101220212120310,"POLYGON ((-66.588134765625 -18.4170786586613, -66.5826416015625 -18.4170786586613, -66.5826416015625 -18.422290394256, -66.588134765625 -18.422290394256, -66.588134765625 -18.4170786586613))",7823,13031,9,3,1
4495377,2101220212120312,"POLYGON ((-66.588134765625 -18.422290394256, -66.5826416015625 -18.422290394256, -66.5826416015625 -18.4275019719486, -66.588134765625 -18.4275019719486, -66.588134765625 -18.422290394256))",2988,2283,66,1,1
4495378,2101220212120313,"POLYGON ((-66.5826416015625 -18.422290394256, -66.5771484375 -18.422290394256, -66.5771484375 -18.4275019719486, -66.5826416015625 -18.4275019719486, -66.5826416015625 -18.422290394256))",488,225,49,2,1
4495379,2101220212120331,"POLYGON ((-66.5826416015625 -18.4275019719486, -66.5771484375 -18.4275019719486, -66.5771484375 -18.4327133917009, -66.5826416015625 -18.4327133917009, -66.5826416015625 -18.4275019719486))",585,271,36,4,1
4495380,2101220212121200,"POLYGON ((-66.5771484375 -18.4170786586613, -66.5716552734375 -18.4170786586613, -66.5716552734375 -18.422290394256, -66.5771484375 -18.422290394256, -66.5771484375 -18.4170786586613))",5197,9091,27,1,1
4495381,2101220212121201,"POLYGON ((-66.5716552734375 -18.4170786586613, -66.566162109375 -18.4170786586613, -66.566162109375 -18.422290394256, -66.5716552734375 -18.422290394256, -66.5716552734375 -18.4170786586613))",7056,10698,17,1,1
4495382,2101220212121202,"POLYGON ((-66.5771484375 -18.422290394256, -66.5716552734375 -18.422290394256, -66.5716552734375 -18.4275019719486, -66.5771484375 -18.4275019719486, -66.5771484375 -18.422290394256))",25317,6963,18,1,1
4495383,2101220230202233,"POLYGON ((-66.7803955078125 -18.8906953491021, -66.77490234375 -18.8906953491021, -66.77490234375 -18.895892559415, -66.7803955078125 -18.895892559415, -66.7803955078125 -18.8906953491021))",11879,6570,15,6,2
4495384,2101220230202303,"POLYGON ((-66.7694091796875 -18.8803004445351, -66.763916015625 -18.8803004445351, -66.763916015625 -18.8854979774629, -66.7694091796875 -18.8854979774629, -66.7694091796875 -18.8803004445351))",1158,535,301,3,1
4495385,2101220230202322,"POLYGON ((-66.77490234375 -18.8906953491021, -66.7694091796875 -18.8906953491021, -66.7694091796875 -18.895892559415, -66.77490234375 -18.895892559415, -66.77490234375 -18.8906953491021))",2760,801,63,1,1
4495386,2101220230202323,"POLYGON ((-66.7694091796875 -18.8906953491021, -66.763916015625 -18.8906953491021, -66.763916015625 -18.895892559415, -66.7694091796875 -18.895892559415, -66.7694091796875 -18.8906953491021))",1696,772,334,11,1
4495387,2101220230220100,"POLYGON ((-66.77490234375 -18.895892559415, -66.7694091796875 -18.895892559415, -66.7694091796875 -18.9010896083639, -66.77490234375 -18.9010896083639, -66.77490234375 -18.895892559415))",672,537,731,2,1
4495388,2101220310302121,"POLYGON ((-65.1873779296875 -18.1980436867627, -65.181884765625 -18.1980436867627, -65.181884765625 -18.2032620195444, -65.1873779296875 -18.2032620195444, -65.1873779296875 -18.1980436867627))",5624,3563,35,3,2
4495389,2101220310302130,"POLYGON ((-65.181884765625 -18.1980436867627, -65.1763916015625 -18.1980436867627, -65.1763916015625 -18.2032620195444, -65.181884765625 -18.2032620195444, -65.181884765625 -18.1980436867627))",8012,4894,54,37,3
4495390,2101220320201031,"POLYGON ((-66.0333251953125 -18.8231169480905, -66.02783203125 -18.8231169480905, -66.02783203125 -18.8283162526984, -66.0333251953125 -18.8283162526984, -66.0333251953125 -18.8231169480905))",233,1213,66,1,1
4495391,2101220332010012,"POLYGON ((-65.291748046875 -18.9842204152497, -65.2862548828125 -18.9842204152497, -65.2862548828125 -18.9894147152393, -65.291748046875 -18.9894147152393, -65.291748046875 -18.9842204152497))",3672,502,30,1,1
4495392,2101220332010231,"POLYGON ((-65.2862548828125 -19.0101902943961, -65.28076171875 -19.0101902943961, -65.28076171875 -19.0153837837967, -65.2862548828125 -19.0153837837967, -65.2862548828125 -19.0101902943961))",14422,11598,36,1,1
4495393,2101220332010233,"POLYGON ((-65.2862548828125 -19.0153837837967, -65.28076171875 -19.0153837837967, -65.28076171875 -19.0205771109668, -65.2862548828125 -19.0205771109668, -65.2862548828125 -19.0153837837967))",4380,2239,12,1,1
4495394,2101220332010321,"POLYGON ((-65.2752685546875 -19.0101902943961, -65.269775390625 -19.0101902943961, -65.269775390625 -19.0153837837967, -65.2752685546875 -19.0153837837967, -65.2752685546875 -19.0101902943961))",17535,9817,11,2,1
4495395,2101220332010323,"POLYGON ((-65.2752685546875 -19.0153837837967, -65.269775390625 -19.0153837837967, -65.269775390625 -19.0205771109668, -65.2752685546875 -19.0205771109668, -65.2752685546875 -19.0153837837967))",12338,5789,26,16,6
4495396,2101220332011223,"POLYGON ((-65.2532958984375 -19.0153837837967, -65.247802734375 -19.0153837837967, -65.247802734375 -19.0205771109668, -65.2532958984375 -19.0205771109668, -65.2532958984375 -19.0153837837967))",1924,4851,17,1,1
4495397,2101220332011303,"POLYGON ((-65.2313232421875 -19.0049966428024, -65.225830078125 -19.0049966428024, -65.225830078125 -19.0101902943961, -65.2313232421875 -19.0101902943961, -65.2313232421875 -19.0049966428024))",2874,1047,131,1,1
4495398,2101220332012101,"POLYGON ((-65.2752685546875 -19.0205771109668, -65.269775390625 -19.0205771109668, -65.269775390625 -19.0257702758687, -65.2752685546875 -19.0257702758687, -65.2752685546875 -19.0205771109668))",8629,5021,22,11,2
4495399,2101220332012110,"POLYGON ((-65.269775390625 -19.0205771109668, -65.2642822265625 -19.0205771109668, -65.2642822265625 -19.0257702758687, -65.269775390625 -19.0257702758687, -65.269775390625 -19.0205771109668))",4962,3342,16,2,1
4495400,2101220332012111,"POLYGON ((-65.2642822265625 -19.0205771109668, -65.2587890625 -19.0205771109668, -65.2587890625 -19.0257702758687, -65.2642822265625 -19.0257702758687, -65.2642822265625 -19.0205771109668))",1256,1230,255,1,1
4495401,2101220332012113,"POLYGON ((-65.2642822265625 -19.0257702758687, -65.2587890625 -19.0257702758687, -65.2587890625 -19.0309632784647, -65.2642822265625 -19.0309632784647, -65.2642822265625 -19.0257702758687))",2024,7364,17,5,3
4495402,2101220332012120,"POLYGON ((-65.28076171875 -19.0309632784647, -65.2752685546875 -19.0309632784647, -65.2752685546875 -19.0361561187173, -65.28076171875 -19.0361561187173, -65.28076171875 -19.0309632784647))",2079,2045,62,12,1
