,P1,P2,P1A,P1B,P1C,P1D,P6,P11A,P11B,P11C,P11F,P12,P16,P17,P20,P23,P27A,P27B,P27C,P27D,P27E,P27F,P27G,P37,P43,P46A,P46B,P46C,P46D,P46E,P46F,P46G,P46H,P46I,P47A,P47B,P47C,P47D,P47E,P47F,P47G,P47H,P47I,P63A,P63B,P68,P131A,P131B,P131C,P148,P149,P152,P160,accesibilidad,utilidad
4530,25,1,,,,,1,1.0,4.0,5.0,,1,1,2,2,2,,,,,,,,1.0,1,1,2.0,7.0,,11.0,,,,,3,5.0,10.0,,,,,,,2,,2,1,4.0,5.0,2,6,6,Riberalta,0.75,0.592
4533,18,1,,,,,1,2.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,6,1,2.0,11.0,,,,,,,1,5.0,9.0,,,,,,,1,2.0,2,1,5.0,6.0,2,3,6,Riberalta,0.875,0.405
4535,22,1,,,,,1,2.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,6,1,2.0,11.0,,,,,,,1,5.0,9.0,,,,,,,1,2.0,2,1,5.0,6.0,1,6,6,Riberalta,0.875,0.405
4544,15,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,9.0,10.0,,,,,,,1,7.0,,,,,,,,2,,3,1,2.0,3.0,2,2,6,Trinidad,0.375,0.08
4545,14,1,,,,,1,,,,,1,1,2,1,2,,,,,,,,1.0,6,8,9.0,10.0,,,,,,,1,,,,,,,,,2,,3,1,6.0,5.0,1,2,6,Trinidad,0.75,0.04
4546,25,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,4,7.0,9.0,,,,,,,5,7.0,,,,,,,,2,,1,3,5.0,6.0,1,6,6,Trinidad,0.5,0.186
4554,14,1,,,,,1,2.0,3.0,,,1,2,2,1,2,,,,,,,,1.0,7,1,2.0,7.0,,8.0,10.0,,,,5,,,,,,,,,2,,1,1,5.0,6.0,1,2,6,Sucre,0.75,0.344
4557,20,1,,,,,2,1.0,,,,1,2,2,2,3,,,,,,,,1.0,3,1,2.0,4.0,,7.0,8.0,10.0,11.0,,9,,,,,,,,,1,1.0,2,6,,,2,1,6,Sucre,0.375,0.428
4559,17,1,,,,,1,2.0,3.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,7,,,,,,,,,2,,1,5,6.0,,1,3,6,Sucre,0.625,0.239
4560,24,1,,,,,2,5.0,,,,1,2,2,1,3,,,,,,,,1.0,5,1,2.0,4.0,,10.0,,,,,1,5.0,,,,,,,,1,1.0,2,5,6.0,1.0,2,6,6,Sucre,0.5,0.324
4565,29,1,,,,,1,1.0,,,,1,2,2,1,2,,,,,,,,1.0,7,1,2.0,4.0,,10.0,,,,,1,5.0,10.0,,,,,,,1,1.0,2,1,2.0,3.0,2,6,6,Sucre,0.75,0.299
4566,18,1,,,,,2,2.0,3.0,4.0,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,8.0,,9.0,10.0,,,,7,,,,,,,,,1,1.0,1,1,2.0,6.0,1,3,6,Sucre,0.5,0.442
4570,16,1,,,,,1,2.0,3.0,,,1,2,2,2,3,,,,,,,,1.0,7,1,2.0,8.0,,9.0,10.0,,,,7,,,,,,,,,2,,1,5,6.0,,1,2,6,Sucre,0.5,0.32
4571,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,7.0,,,,,,,7,9.0,,,,,,,,2,,1,1,5.0,6.0,2,3,6,Sucre,0.5,0.186
4574,26,1,,,,,1,1.0,4.0,5.0,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,4.0,,7.0,9.0,10.0,11.0,,1,5.0,9.0,,,,,,,1,1.0,2,1,2.0,3.0,1,3,6,Sucre,0.625,0.712
4575,15,1,,,,,2,3.0,,,,1,1,2,2,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,7,13.0,,,,14,,,,2,,1,1,1.0,9.0,1,2,6,Sucre,0.5,0.102
4582,18,1,,,,,1,5.0,,,,1,2,2,2,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,7,,,,,,,,,1,2.0,1,1,2.0,3.0,1,3,6,Sucre,0.5,0.202
4586,15,1,,,,,1,5.0,,,,1,2,2,2,3,,,,,,,,1.0,7,10,,,,,,,,,7,,,,,,,,,2,,1,5,6.0,1.0,2,2,6,Sucre,0.5,0.122
4589,15,1,,,,,1,4.0,5.0,,,1,2,2,1,3,,,,,,,,1.0,6,1,10.0,,,,,,,,13,,,,,,,,,2,,1,5,1.0,,2,2,6,Sucre,0.625,0.284
4591,25,1,,,,,1,4.0,5.0,,,1,2,2,2,3,,,,,,,,1.0,7,10,,,,,,,,,9,,,,,,,,,1,2.0,1,1,5.0,4.0,1,6,6,Sucre,0.5,0.244
4594,20,1,,,,,2,,,,,2,2,2,1,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,2,10.0,,,,,,,,1,2.0,1,6,5.0,,1,6,6,Sucre,0.375,0.04
4596,15,1,,,,,1,3.0,4.0,5.0,,1,2,2,2,3,,,,,,,,1.0,1,10,,,,,,,,,7,,,,,,,,,2,,1,5,,,2,2,6,Sucre,0.5,0.305
4602,14,1,,,,,1,2.0,4.0,5.0,,1,2,2,1,3,,,,,,,,1.0,7,1,10.0,,,,,,,,13,,,,,,,,,2,,1,6,5.0,7.0,2,2,6,Sucre,0.625,0.382
4606,16,1,,,,,1,5.0,3.0,,,1,1,2,1,2,,,,,,,,1.0,5,1,8.0,10.0,,11.0,,,,,5,6.0,9.0,,,,,,,1,2.0,1,1,,,1,2,6,Sucre,0.875,0.288
4613,15,1,,,,,1,2.0,,,,1,1,2,2,3,,,,,,,,1.0,7,1,9.0,10.0,,,,,,,5,9.0,,,,,,,,1,2.0,1,5,,,2,2,6,Sucre,0.625,0.178
4616,18,1,,,,,1,5.0,,,,1,1,2,1,3,,,,,,,,1.0,4,1,2.0,4.0,,6.0,10.0,,,,2,4.0,9.0,,,,,,,1,2.0,2,1,,,2,3,6,Sucre,0.75,0.388
4620,15,1,,,,,1,5.0,,,,1,1,2,2,2,,,,,,,,1.0,7,1,2.0,4.0,,8.0,9.0,10.0,,,4,5.0,9.0,12.0,,,,,,2,,1,5,,,2,2,6,Sucre,0.75,0.364
4622,23,1,,,,,1,3.0,,,,1,1,2,1,2,,,,,,,,1.0,7,1,8.0,9.0,,11.0,,,,,1,11.0,,,,,,,,1,2.0,2,9,,,1,6,6,Sucre,0.875,0.206
4623,20,1,,,,,1,,,,,1,2,2,2,3,,,,,,,,1.0,7,1,4.0,10.0,,,,,,,1,9.0,,,,,,,,2,,1,1,,,2,3,6,Sucre,0.5,0.121
4629,18,1,,,,,1,,,,,1,1,1,2,2,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,7.0,,,,,,,,1,1.0,2,1,2.0,1.0,1,3,6,Sucre,0.875,0.121
4635,19,1,,,,,1,5.0,,,,1,1,2,1,2,,,,,,,,1.0,5,4,7.0,,,,,,,,5,7.0,9.0,,,,,,,1,1.0,2,1,2.0,,2,6,6,Sucre,0.875,0.267
4638,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,10.0,9.0,,,,,,,7,9.0,,,,,,,,2,,1,1,,,1,2,6,Sucre,0.5,0.08
4641,21,1,,,,,1,2.0,5.0,,,1,1,2,1,2,,,,,,,,1.0,7,1,6.0,10.0,,,,,,,1,,,,,,,,,2,,3,6,,,2,6,6,Sucre,0.75,0.324
4642,17,1,,,,,1,5.0,,,,1,1,2,1,2,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,12,,,,,,,,,2,,1,7,,,2,1,6,Sucre,0.875,0.243
4646,17,1,,,,,2,1.0,,,,1,1,2,2,3,,,,,,,,1.0,3,1,2.0,8.0,,10.0,,,,,7,9.0,,,,,,,,2,,3,3,,,1,2,6,Sucre,0.375,0.218
4651,16,1,,,,,1,2.0,3.0,,,1,2,2,1,3,,,,,,,,1.0,6,1,9.0,10.0,,,,,,,7,,,,,,,,,2,,1,5,6.0,,1,2,6,Sucre,0.625,0.239
4654,19,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,2.0,7.0,,,,,,,7,9.0,,,,,,,,2,,1,1,5.0,6.0,2,3,6,Sucre,0.5,0.186
4655,27,1,,,,,1,1.0,4.0,5.0,,1,2,2,1,3,,,,,,,,1.0,6,1,2.0,4.0,,7.0,9.0,10.0,11.0,,1,5.0,9.0,,,,,,,1,1.0,2,1,2.0,3.0,1,3,6,Sucre,0.625,0.712
4656,19,1,,,,,1,5.0,,,,1,2,2,2,3,,,,,,,,1.0,6,1,9.0,10.0,,,,,,,7,,,,,,,,,1,2.0,1,1,2.0,3.0,1,3,6,Sucre,0.5,0.202
4657,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,4,1,8.0,9.0,,10.0,,,,,13,,,,,,,,,2,,3,9,9.0,9.0,1,2,6,San Pedro,0.375,0.08
4670,23,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,3,1,10.0,,,,,,,,7,,,,,,,,,2,,3,5,6.0,2.0,1,3,6,Camargo,0.5,0.04
4675,19,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,6,1,10.0,,,,,,,,7,,,,,,,,,2,,3,7,2.0,1.0,2,3,6,Camargo,0.5,0.04
4677,14,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,2,4.0,8.0,,,,,,,9,,,,,,,,,2,,1,1,2.0,3.0,1,2,6,Camargo,0.625,0.162
4682,15,1,,,,,2,3.0,,,,1,1,2,1,3,,,,,,,,1.0,4,1,8.0,,,,,,,,1,7.0,,,,,,,,2,,3,9,,,2,2,6,Camargo,0.5,0.102
4692,18,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,,,,,,,,,7,,,,,,,,,2,,3,5,6.0,3.0,2,2,6,La Plateada,0.5,0.04
4696,17,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,9.0,,,,,,,,1,,,,,,,,,2,,1,1,2.0,6.0,2,2,6,Los Sotos,0.625,0.08
4706,15,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,,,,,,,,,13,,,,,,,,,2,,1,6,1.0,2.0,1,2,6,Vivicha,0.625,0.04
4707,15,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,1,1,,,,,,,,,9,,,,,,,,,2,,1,1,2.0,6.0,1,2,6,Los Sotos,0.5,0.04
4708,20,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,9.0,,,,,,,,7,,,,,,,,,2,,1,9,,,1,4,6,Los Sotos,0.625,0.08
4716,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,2.0,10.0,,,,,,,13,,,,,,,,,2,,1,9,,,1,3,6,Vivicha,0.5,0.121
4727,19,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,7,4,10.0,,,,,,,,7,,,,,,,,,1,1.0,1,5,6.0,3.0,2,6,6,Cobija,0.5,0.08
4730,15,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,3,1,2.0,3.0,,5.0,,,,,1,3.0,10.0,,,,,,,1,9.0,2,3,1.0,5.0,1,2,6,Cobija,0.625,0.186
4736,20,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,5,1,6.0,8.0,,,,,,,1,3.0,,,,,,,,2,,3,1,2.0,3.0,2,6,6,Cobija,0.375,0.105
4739,18,1,,,,,2,1.0,2.0,5.0,,1,2,2,1,3,,,,,,,,1.0,5,1,6.0,10.0,,,,,,,9,12.0,,,,,,,,2,,3,5,,,2,2,6,Cobija,0.375,0.422
4740,15,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,10.0,,,,,,,,12,,,,,,,,,2,,1,6,4.0,5.0,2,2,6,Cobija,0.5,0.04
4746,41,1,,,,,1,1.0,,,,1,2,2,2,3,,,,,,,,1.0,7,1,2.0,,,,,,,,6,9.0,,,,,,,,1,2.0,1,1,3.0,5.0,1,2,6,Cobija,0.5,0.218
4749,22,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,7,2,7.0,9.0,,,,,,,7,,,,,,,,,2,,2,6,1.0,5.0,1,6,6,Cobija,0.5,0.186
4751,18,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,5.0,,,,,,,1,3.0,,,,,,,,2,,1,5,6.0,7.0,1,3,6,Cobija,0.625,0.186
4757,21,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,3.0,7.0,,,,,,,2,,2,1,6.0,5.0,2,6,6,Cobija,0.5,0.121
4759,14,1,,,,,1,,,,,1,1,2,2,3,,,,,,,,1.0,6,7,8.0,,,,,,,,8,,,,,,,,,2,,1,6,1.0,5.0,2,2,6,Cobija,0.625,0.064
4763,19,1,,,,,2,,,,,1,2,2,2,3,,,,,,,,1.0,7,3,5.0,7.0,,,,,,,1,7.0,,,,,,,,1,2.0,2,6,1.0,3.0,2,6,6,Cobija,0.375,0.129
4774,19,1,,,,,1,,,,,1,1,1,1,3,,,,,,,,,7,1,3.0,,,,,,,,2,10.0,,,,,,,,1,2.0,1,2,3.0,1.0,2,3,6,Cobija,0.875,0.04
4777,18,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,2.0,7,1,2.0,5.0,,,,,,,1,7.0,12.0,,,,,,,1,2.0,1,5,7.0,1.0,1,3,6,Cobija,0.5,0.186
4780,18,1,,,,,2,2.0,,,,1,2,2,1,3,,,,,,,,1.0,3,1,2.0,10.0,,,,,,,2,7.0,9.0,12.0,,,,,,2,,1,3,6.0,7.0,2,2,6,Cobija,0.5,0.218
4784,16,1,,,,,2,1.0,2.0,3.0,5.0,1,2,2,2,3,,,,,,,,1.0,5,1,2.0,4.0,,,,,,,1,4.0,7.0,9.0,,,,,,2,,1,5,1.0,2.0,1,2,6,Cobija,0.375,0.58
4790,16,1,,,,,1,4.0,,,,1,1,2,2,1,1.0,7.0,8.0,,10.0,,,,7,1,7.0,8.0,,10.0,,,,,1,7.0,,,,,,,,2,,1,4,5.0,6.0,2,2,6,Cobija,0.75,0.332
4791,20,1,,,,,1,3.0,5.0,,,1,1,2,2,3,,,,,,,,1.0,7,1,7.0,10.0,,,,,,,1,7.0,,,,,,,,2,,1,1,5.0,6.0,2,3,6,Cobija,0.625,0.288
4800,22,1,,,,,2,,,,,2,2,2,2,3,,,,,,,,,1,1,,,,,,,,,7,,,,,,,,,2,,2,1,2.0,3.0,1,2,6,Cobija,0.25,0.04
4801,18,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,7,1,8.0,9.0,,,,,,,7,,,,,,,,,2,,1,1,,,2,2,6,Cobija,0.5,0.08
4804,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,2.0,1,10,,,,,,,,,7,,,,,,,,,2,,1,1,2.0,3.0,1,2,6,Cobija,0.5,0.0
4810,22,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,1,1,2.0,5.0,,6.0,,,,,3,4.0,8.0,9.0,,,,,,2,,1,1,6.0,7.0,1,6,6,Cobija,0.625,0.25
4811,16,1,,,,,2,6.0,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,5.0,,6.0,7.0,8.0,9.0,10.0,3,4.0,7.0,8.0,10.0,,11.0,,,2,,1,3,6.0,4.0,2,2,6,Cobija,0.625,0.355
4815,21,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,1,1,5.0,7.0,,,,,,,5,7.0,,,,,,,,2,,1,3,6.0,7.0,2,6,6,Cobija,0.625,0.17
4818,20,1,,,,,2,,,,,1,1,1,1,3,,,,,,,,1.0,7,1,6.0,9.0,,10.0,,,,,5,8.0,,,,,,,,2,,2,1,6.0,2.0,2,4,6,Cobija,0.75,0.145
4820,23,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,6.0,11.0,,,,,,,1,5.0,7.0,,,,,,,1,2.0,2,1,2.0,4.0,1,4,6,Cobija,0.5,0.17
4823,18,1,,,,,2,,,,,1,1,1,2,3,,,,,,,,1.0,5,1,2.0,7.0,,,,,,,1,4.0,,,,,,,,1,2.0,3,3,1.0,2.0,1,3,6,Cobija,0.5,0.186
4825,17,1,,,,,2,,,,,1,1,1,2,3,,,,,,,,1.0,7,1,2.0,5.0,,11.0,,,,,1,5.0,7.0,,,,,,,9,,2,1,2.0,3.0,2,3,6,Cobija,0.625,0.25
4828,21,1,,,,,1,1.0,,,,1,1,2,2,3,,,,,,,,1.0,7,2,10.0,,,,,,,,3,1.0,,,,,,,,2,,2,1,3.0,2.0,1,6,6,Cobija,0.625,0.178
4834,23,1,,,,,1,1.0,,,,1,1,2,2,2,,,,,,,,1.0,7,2,4.0,5.0,,10.0,,,,,3,,,,,,,,,2,,2,1,6.0,,1,6,6,Cobija,0.75,0.324
4835,24,1,,,,,1,1.0,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,7.0,,9.0,,,,,1,5.0,7.0,9.0,,,,,,1,2.0,2,1,2.0,3.0,1,6,6,Porvenir,0.75,0.324
4836,16,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,7,,,,,,,,,2,,1,1,5.0,6.0,2,2,6,Porvenir,0.625,0.121
4840,17,1,,,,,2,,,,,2,2,2,2,3,,,,,,,,1.0,3,1,10.0,,,,,,,,1,,,,,,,,,1,2.0,3,5,,,2,2,6,Porvenir,0.125,0.04
4844,17,1,,,,,2,,,,,2,2,2,1,3,,,,,,,,1.0,2,1,2.0,,,,,,,,1,5.0,,,,,,,,2,,1,1,,,1,3,6,Porvenir,0.375,0.121
4848,17,1,,,,,2,6.0,,,,1,1,2,1,3,,,,,,,,1.0,3,2,5.0,,,,,,,,1,7.0,10.0,,,,,,,1,1.0,2,1,3.0,2.0,1,2,6,Villa Busch,0.625,0.145
4851,19,1,,,,,1,1.0,3.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,2.0,9.0,,,,,,,1,5.0,7.0,,,,,,,2,,1,1,4.0,2.0,1,2,6,Villa Busch,0.75,0.32
4861,22,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,7,1,5.0,8.0,,9.0,10.0,11.0,,,13,,,,,,,,,2,,2,6,5.0,1.0,1,2,6,Villa Busch,0.625,0.21
4865,23,1,,,,,1,1.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,7,1,10.0,11.0,,,,,,,1,10.0,12.0,,,,,,,1,2.0,1,9,,,1,6,6,Villa Busch,0.75,0.324
4868,15,1,,,,,2,1.0,,,,1,2,2,2,3,,,,,,,,1.0,7,8,9.0,10.0,,,,,,,7,13.0,,,,,,,,2,,1,1,9.0,3.0,2,2,6,Villa Rojas,0.375,0.138
4869,14,1,,,,,2,1.0,,,,1,2,2,2,3,,,,,,,,1.0,4,1,6.0,8.0,,,,,,,1,6.0,7.0,,,,,,,2,,1,1,9.0,3.0,2,2,6,Villa Rojas,0.375,0.202
4870,17,1,,,,,1,,,,,1,2,2,1,3,,,,,,,,1.0,5,1,2.0,7.0,,,,,,,1,7.0,,,,,,,,1,2.0,1,1,2.0,1.0,2,3,6,Villa Rojas,0.625,0.186
4873,16,1,,,,,2,1.0,,,,1,1,2,1,3,,,,,,,,1.0,5,1,7.0,9.0,,,,,,,7,10.0,,,,,,,,2,,1,2,3.0,1.0,2,2,6,Villa Rojas,0.625,0.242
4874,15,1,,,,,1,2.0,2.0,,,1,2,2,1,3,,,,,,,,1.0,1,1,8.0,,,,,,,,1,5.0,,,,,,,,2,,3,1,2.0,3.0,2,2,6,Villa Rojas,0.5,0.236
4886,17,1,,,,,1,1.0,3.0,5.0,,1,2,2,2,3,,,,,,,,1.0,7,7,9.0,10.0,,,,,,,7,9.0,,,,,,,,1,9.0,3,5,6.0,4.0,1,2,6,Villa Rojas,0.375,0.386
4892,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,1,3.0,5.0,,,,,,,2,,1,1,3.0,5.0,2,3,6,Avaroa,0.5,0.121
4898,20,1,,,,,2,4.0,,,,1,2,1,1,3,,,,,,,,1.0,7,1,2.0,10.0,,,,,,,13,,,,,,,,,2,,1,1,6.0,7.0,2,3,6,Porvenir,0.625,0.243
4899,17,1,,,,,2,3.0,2.0,,,1,2,1,1,3,,,,,,,,,2,9,10.0,,,,,,,,7,9.0,13.0,,,MUSICA,,,,1,2.0,1,9,,,1,3,6,Porvenir,0.625,0.199
4900,18,1,,,,,2,3.0,4.0,,,1,2,2,1,3,,,,,,,,1.0,7,1,2.0,4.0,,10.0,,,,,9,,,,,,,,,1,2.0,1,1,5.0,6.0,1,2,6,Porvenir,0.5,0.384
4901,18,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,3,1,2.0,8.0,,10.0,,,,,1,,,,,,,,,2,,1,9,,,1,3,6,Porvenir,0.5,0.121
4912,15,1,,,,,2,2.0,3.0,4.0,5.0,1,1,2,2,3,,,,,,,,1.0,6,1,7.0,10.0,,,,,,,1,7.0,9.0,,,,,,,2,,3,1,,,2,2,6,Cobija,0.375,0.508
4915,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,2.0,2,2,,,,,,,,,9,,,,,,,,,2,,3,9,,,2,2,6,Cobija,0.375,0.08
4916,16,1,,,,,1,5.0,,,,1,2,2,1,3,,,,,,,,1.0,6,1,2.0,10.0,,,,,,,9,,,,,,,,,1,2.0,1,9,,,1,2,6,Cobija,0.625,0.243
4918,17,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,10.0,,,,,,,,7,,,,,,,,,2,,3,9,,,2,2,6,Cobija,0.375,0.04
4927,21,1,,,,,1,2.0,,,,2,2,2,1,3,,,,,,,,2.0,2,2,,,,,,,,,9,,,,,,,,,2,,2,2,1.0,3.0,2,6,6,Cobija,0.5,0.178
4931,23,1,,,,,2,5.0,,,,1,1,1,1,3,,,,,,,,1.0,6,1,,,,,,,,,13,,,,,,,,,1,2.0,3,2,,,1,3,6,Cobija,0.625,0.162
4933,15,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,5,7,10.0,,,,,,,,5,9.0,12.0,,,,,,,2,,1,1,,,2,2,6,Cobija,0.5,0.064
4937,18,1,,,,,1,5.0,,,,1,1,2,2,3,,,,,,,,1.0,6,1,9.0,10.0,,,,,,,7,13.0,,,,,,,,2,,2,6,,,2,3,6,Cobija,0.625,0.202
4938,14,1,,,,,1,5.0,,,,1,1,2,2,3,,,,,,,,,3,10,,,,,,,,,7,,,,,,,,,1,2.0,1,1,2.0,4.0,1,2,6,Cobija,0.625,0.122
4942,18,1,,,,,1,,,,,1,1,2,2,2,,,,,,,,1.0,6,1,4.0,10.0,,,,,,,1,9.0,11.0,,,,,,,2,,1,9,,,2,3,6,Cobija,0.75,0.121
4950,23,1,,,,,1,1.0,,,,1,2,2,1,3,,,,,,,,1.0,2,10,,,,,,,,,7,,,,,,,,,1,2.0,2,5,,,1,4,6,Cobija,0.625,0.098
4956,18,1,,,,,1,1.0,2.0,4.0,5.0,1,1,2,1,3,,,,,,,,1.0,6,1,4.0,5.0,,6.0,7.0,8.0,9.0,10.0,3,5.0,9.0,10.0,11.0,,12.0,,,1,1.0,2,1,,,1,2,6,Cobija,0.75,0.794
4959,16,1,,,,,2,5.0,,,,1,1,2,2,3,,,,,,,,,2,1,,,,,,,,,9,,,,,,,,,2,,1,1,,,2,2,6,Cobija,0.5,0.162
4963,24,1,,,,,2,,,,,1,1,1,2,3,,,,,,,,1.0,2,2,,,,,,,,,9,,,,,,,,,1,2.0,2,1,,,2,6,6,Cobija,0.625,0.08
4965,21,1,,,,,1,1.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,6,1,2.0,5.0,,10.0,,,,,1,7.0,9.0,,,,,,,1,2.0,2,5,1.0,3.0,2,6,6,Cobija,0.75,0.405
4977,14,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,5,8,10.0,,,,,,,,7,,,,,,,,,2,,1,2,1.0,7.0,1,2,6,Cobija,0.5,0.0
4980,18,1,,,,,1,,,,,1,1,2,2,3,,,,,,,,1.0,6,1,10.0,,,,,,,,5,,,,,,,,,2,,1,1,7.0,,1,2,6,Cobija,0.625,0.04
4981,24,1,,,,,1,1.0,5.0,,,1,1,2,1,3,,,,,,,,1.0,6,1,2.0,4.0,,,,,,,1,4.0,,,,,,,,1,2.0,2,1,5.0,7.0,1,3,6,Cobija,0.75,0.421
4989,18,1,,,,,1,2.0,4.0,,,1,1,2,1,2,,,,,,,,1.0,6,7,9.0,10.0,,,,,,,3,7.0,11.0,,,,,,,1,1.0,2,1,4.0,5.0,1,3,6,Cobija,0.875,0.324
5003,16,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,10.0,,,,,,,,12,,,,,,,,,2,,1,6,4.0,5.0,2,2,6,Cobija,0.5,0.04
5005,40,1,,,,,1,1.0,,,,1,2,2,2,3,,,,,,,,1.0,6,1,2.0,,,,,,,,6,9.0,,,,,,,,1,2.0,1,1,3.0,5.0,1,2,6,Cobija,0.5,0.218
5006,23,1,,,,,2,,,,,1,1,2,2,3,,,,,,,,1.0,6,2,7.0,9.0,,,,,,,7,,,,,,,,,2,,2,6,1.0,5.0,1,6,6,Cobija,0.5,0.186
5007,19,1,,,,,2,,,,,1,1,2,1,3,,,,,,,,1.0,6,1,2.0,5.0,,,,,,,1,3.0,,,,,,,,2,,1,5,6.0,7.0,1,3,6,Cobija,0.625,0.186
5009,20,1,,,,,2,,,,,1,2,2,1,3,,,,,,,,1.0,6,1,2.0,10.0,,,,,,,1,3.0,7.0,,,,,,,2,,2,1,6.0,5.0,2,6,6,Cobija,0.5,0.121
5014,18,1,,,,,2,,,,,2,2,2,1,3,,,,,,,,1.0,3,1,2.0,,,,,,,,1,5.0,,,,,,,,2,,1,1,,,1,3,6,Porvenir,0.375,0.121
5020,21,1,,,,,2,,,,,1,2,1,1,3,,,,,,,,1.0,6,1,5.0,8.0,,9.0,10.0,11.0,,,13,,,,,,,,,2,,2,6,5.0,1.0,1,2,6,Villa Busch,0.625,0.21
5022,14,1,,,,,2,1.0,,,,1,2,2,2,3,,,,,,,,1.0,6,8,9.0,10.0,,,,,,,7,13.0,,,,,,,,2,,1,1,3.0,,2,2,6,Villa Rojas,0.375,0.138
5024,17,1,,,,,2,1.0,,,,1,1,2,1,3,,,,,,,,1.0,6,1,7.0,9.0,,,,,,,7,10.0,,,,,,,,2,,1,2,3.0,1.0,2,2,6,Villa Rojas,0.625,0.242
5032,16,1,,,,,2,3.0,2.0,,,1,2,1,1,3,,,,,,,,,3,9,10.0,,,,,,,,7,9.0,,,,,,,,1,2.0,1,9,,,1,2,6,Porvenir,0.625,0.199
